seq_id,game_id,entry_period,entry_clock,entry_type,entry_team,defend_team,shot_within_horizon,n_frames,n_puck_points,fps_estimate
813,2025-11-02.Team.D.@.Team.A,1,17:16:00,Dumped,Team D,Team A,false,151,56,30.0
814,2025-11-02.Team.D.@.Team.A,1,16:38:00,Dumped,Team A,Team D,false,151,151,30.0
815,2025-11-02.Team.D.@.Team.A,1,16:29:00,Carried,Team D,Team A,false,152,152,30.0
816,2025-11-02.Team.D.@.Team.A,1,16:08:00,Carried,Team A,Team D,false,151,151,30.0
817,2025-11-02.Team.D.@.Team.A,1,15:38:00,Dumped,Team A,Team D,false,151,151,30.0
818,2025-11-02.Team.D.@.Team.A,1,15:16:00,Dumped,Team D,Team A,false,151,151,30.0
819,2025-11-02.Team.D.@.Team.A,1,15:04:00,Dumped,Team A,Team D,false,152,152,30.0
820,2025-11-02.Team.D.@.Team.A,1,14:53:00,Dumped,Team A,Team D,false,152,152,30.0
821,2025-11-02.Team.D.@.Team.A,1,14:25:00,Dumped,Team D,Team A,false,151,151,30.0
822,2025-11-02.Team.D.@.Team.A,1,13:49:00,Dumped,Team A,Team D,false,152,152,30.0
823,2025-11-02.Team.D.@.Team.A,1,13:40:00,Dumped,Team A,Team D,false,151,151,30.0
824,2025-11-02.Team.D.@.Team.A,1,13:28:00,Carried,Team A,Team D,true,151,151,30.0
825,2025-11-02.Team.D.@.Team.A,1,13:04:00,Dumped,Team D,Team A,false,152,152,30.0
826,2025-11-02.Team.D.@.Team.A,1,12:49:00,Carried,Team A,Team D,true,151,98,30.0
827,2025-11-02.Team.D.@.Team.A,1,12:24:00,Carried,Team D,Team A,false,152,152,30.0
828,2025-11-02.Team.D.@.Team.A,1,12:02:00,Carried,Team A,Team D,true,151,151,30.0
829,2025-11-02.Team.D.@.Team.A,1,11:54:00,Carried,Team D,Team A,true,150,150,30.0
830,2025-11-02.Team.D.@.Team.A,1,11:45:00,Dumped,Team A,Team D,false,151,151,30.0
831,2025-11-02.Team.D.@.Team.A,1,11:31:00,Played,Team D,Team A,false,126,123,30.0
832,2025-11-02.Team.D.@.Team.A,1,11:15:00,Dumped,Team D,Team A,false,151,151,30.0
833,2025-11-02.Team.D.@.Team.A,1,10:59:00,Carried,Team D,Team A,false,152,93,30.0
834,2025-11-02.Team.D.@.Team.A,1,10:13:00,Dumped,Team A,Team D,false,151,151,30.0
835,2025-11-02.Team.D.@.Team.A,1,09:39:00,Carried,Team D,Team A,false,151,151,30.0
836,2025-11-02.Team.D.@.Team.A,1,09:10:00,Carried,Team A,Team D,false,151,151,30.0
837,2025-11-02.Team.D.@.Team.A,1,08:26:00,Carried,Team D,Team A,false,151,151,30.0
838,2025-11-02.Team.D.@.Team.A,1,08:16:00,Dumped,Team A,Team D,false,151,151,30.0
839,2025-11-02.Team.D.@.Team.A,1,07:51:00,Carried,Team A,Team D,true,188,63,30.0
840,2025-11-02.Team.D.@.Team.A,1,06:59:00,Dumped,Team D,Team A,false,151,151,30.0
841,2025-11-02.Team.D.@.Team.A,1,06:36:00,Carried,Team D,Team A,false,152,152,30.0
842,2025-11-02.Team.D.@.Team.A,1,06:12:00,Carried,Team A,Team D,false,151,151,30.0
843,2025-11-02.Team.D.@.Team.A,1,05:51:00,Dumped,Team A,Team D,false,150,150,30.0
844,2025-11-02.Team.D.@.Team.A,1,05:27:00,Dumped,Team D,Team A,false,151,151,30.0
845,2025-11-02.Team.D.@.Team.A,1,05:15:00,Dumped,Team A,Team D,false,152,152,30.0
846,2025-11-02.Team.D.@.Team.A,1,05:01:00,Dumped,Team D,Team A,false,152,152,30.0
847,2025-11-02.Team.D.@.Team.A,1,04:53:00,Carried,Team A,Team D,false,151,151,30.0
848,2025-11-02.Team.D.@.Team.A,1,04:10:00,Carried,Team D,Team A,false,152,152,30.0
849,2025-11-02.Team.D.@.Team.A,1,04:00:00,Played,Team A,Team D,false,152,152,30.0
850,2025-11-02.Team.D.@.Team.A,1,03:24:00,Carried,Team D,Team A,false,170,56,30.0
851,2025-11-02.Team.D.@.Team.A,1,02:43:00,Carried,Team A,Team D,false,151,151,30.0
852,2025-11-02.Team.D.@.Team.A,1,02:21:00,Carried,Team A,Team D,false,152,152,30.0
853,2025-11-02.Team.D.@.Team.A,1,01:54:00,Carried,Team A,Team D,false,151,151,30.0
854,2025-11-02.Team.D.@.Team.A,1,01:28:00,Carried,Team A,Team D,false,150,150,30.0
855,2025-11-02.Team.D.@.Team.A,1,00:57:00,Dumped,Team D,Team A,false,150,150,30.0
856,2025-11-02.Team.D.@.Team.A,1,00:46:00,Carried,Team A,Team D,false,150,150,30.0
857,2025-11-02.Team.D.@.Team.A,1,00:32:00,Carried,Team D,Team A,false,151,151,30.0
858,2025-11-02.Team.D.@.Team.A,2,19:58:00,Dumped,Team D,Team A,false,150,150,30.0
859,2025-11-02.Team.D.@.Team.A,2,19:50:00,Played,Team A,Team D,false,152,152,30.0
860,2025-11-02.Team.D.@.Team.A,2,19:03:00,Dumped,Team A,Team D,false,152,152,30.0
861,2025-11-02.Team.D.@.Team.A,2,18:36:00,Dumped,Team A,Team D,false,151,151,30.0
862,2025-11-02.Team.D.@.Team.A,2,18:24:00,Played,Team D,Team A,false,151,107,30.0
863,2025-11-02.Team.D.@.Team.A,2,17:39:00,Dumped,Team A,Team D,false,151,151,30.0
864,2025-11-02.Team.D.@.Team.A,2,17:34:00,Dumped,Team A,Team D,false,151,151,30.0
865,2025-11-02.Team.D.@.Team.A,2,17:05:00,Carried,Team D,Team A,true,150,150,30.0
866,2025-11-02.Team.D.@.Team.A,2,16:55:00,Dumped,Team A,Team D,false,178,178,30.0
867,2025-11-02.Team.D.@.Team.A,2,16:48:00,Dumped,Team A,Team D,true,127,58,30.0
868,2025-11-02.Team.D.@.Team.A,2,16:05:00,Carried,Team D,Team A,true,151,151,30.0
869,2025-11-02.Team.D.@.Team.A,2,15:53:00,Carried,Team A,Team D,false,152,152,30.0
870,2025-11-02.Team.D.@.Team.A,2,15:33:00,Dumped,Team D,Team A,false,150,150,30.0
871,2025-11-02.Team.D.@.Team.A,2,14:46:00,Played,Team D,Team A,false,148,148,30.0
872,2025-11-02.Team.D.@.Team.A,2,14:35:00,Dumped,Team A,Team D,false,150,150,30.0
873,2025-11-02.Team.D.@.Team.A,2,14:26:00,Carried,Team A,Team D,true,151,151,30.0
874,2025-11-02.Team.D.@.Team.A,2,14:14:00,Carried,Team D,Team A,false,153,153,30.0
875,2025-11-02.Team.D.@.Team.A,2,14:04:00,Dumped,Team A,Team D,false,151,151,30.0
876,2025-11-02.Team.D.@.Team.A,2,13:01:00,Carried,Team A,Team D,false,151,151,30.0
877,2025-11-02.Team.D.@.Team.A,2,12:43:00,Dumped,Team A,Team D,false,151,151,30.0
878,2025-11-02.Team.D.@.Team.A,2,12:30:00,Played,Team A,Team D,true,151,151,30.0
879,2025-11-02.Team.D.@.Team.A,2,12:16:00,Played,Team D,Team A,true,151,151,30.0
880,2025-11-02.Team.D.@.Team.A,2,12:08:00,Carried,Team A,Team D,true,151,151,30.0
881,2025-11-02.Team.D.@.Team.A,2,11:51:00,Carried,Team A,Team D,false,151,151,30.0
882,2025-11-02.Team.D.@.Team.A,2,11:35:00,Played,Team D,Team A,false,151,151,30.0
883,2025-11-02.Team.D.@.Team.A,2,11:31:00,Carried,Team A,Team D,false,152,152,30.0
884,2025-11-02.Team.D.@.Team.A,2,10:37:00,Carried,Team A,Team D,false,151,151,30.0
885,2025-11-02.Team.D.@.Team.A,2,10:33:00,Carried,Team D,Team A,true,152,152,30.0
886,2025-11-02.Team.D.@.Team.A,2,10:26:00,Dumped,Team D,Team A,false,152,152,30.0
887,2025-11-02.Team.D.@.Team.A,2,09:40:00,Carried,Team D,Team A,false,151,151,30.0
888,2025-11-02.Team.D.@.Team.A,2,09:14:00,Dumped,Team A,Team D,false,151,151,30.0
889,2025-11-02.Team.D.@.Team.A,2,08:59:00,Dumped,Team D,Team A,false,151,151,30.0
890,2025-11-02.Team.D.@.Team.A,2,08:51:00,Carried,Team D,Team A,false,152,152,30.0
891,2025-11-02.Team.D.@.Team.A,2,08:42:00,Carried,Team D,Team A,false,151,151,30.0
892,2025-11-02.Team.D.@.Team.A,2,08:20:00,Carried,Team D,Team A,false,151,151,30.0
893,2025-11-02.Team.D.@.Team.A,2,08:13:00,Dumped,Team A,Team D,false,151,151,30.0
894,2025-11-02.Team.D.@.Team.A,2,07:56:00,Carried,Team D,Team A,true,151,151,30.0
895,2025-11-02.Team.D.@.Team.A,2,07:44:00,Dumped,Team A,Team D,false,151,151,30.0
896,2025-11-02.Team.D.@.Team.A,2,07:37:00,Played,Team D,Team A,false,151,151,30.0
897,2025-11-02.Team.D.@.Team.A,2,06:39:00,Played,Team A,Team D,false,151,151,30.0
898,2025-11-02.Team.D.@.Team.A,2,06:33:00,Carried,Team A,Team D,false,150,150,30.0
899,2025-11-02.Team.D.@.Team.A,2,06:06:00,Dumped,Team D,Team A,false,151,132,30.0
900,2025-11-02.Team.D.@.Team.A,2,04:58:00,Carried,Team D,Team A,false,150,150,30.0
901,2025-11-02.Team.D.@.Team.A,2,03:49:00,Dumped,Team D,Team A,false,151,151,30.0
902,2025-11-02.Team.D.@.Team.A,2,03:25:00,Carried,Team D,Team A,false,152,152,30.0
903,2025-11-02.Team.D.@.Team.A,2,03:09:00,Carried,Team D,Team A,true,151,151,30.0
904,2025-11-02.Team.D.@.Team.A,2,02:53:00,Carried,Team D,Team A,false,152,152,30.0
905,2025-11-02.Team.D.@.Team.A,2,02:46:00,Dumped,Team D,Team A,false,150,150,30.0
906,2025-11-02.Team.D.@.Team.A,2,02:34:00,Dumped,Team D,Team A,false,150,150,30.0
907,2025-11-02.Team.D.@.Team.A,2,02:27:00,Carried,Team A,Team D,false,151,151,30.0
908,2025-11-02.Team.D.@.Team.A,2,02:00:00,Carried,Team D,Team A,false,150,150,30.0
909,2025-11-02.Team.D.@.Team.A,2,00:45:00,Carried,Team D,Team A,false,151,151,30.0
910,2025-11-02.Team.D.@.Team.A,3,19:41:00,Carried,Team D,Team A,false,152,152,30.0
911,2025-11-02.Team.D.@.Team.A,3,19:28:00,Dumped,Team D,Team A,false,152,152,30.0
912,2025-11-02.Team.D.@.Team.A,3,18:05:00,Carried,Team D,Team A,false,152,152,30.0
913,2025-11-02.Team.D.@.Team.A,3,17:31:00,Dumped,Team D,Team A,false,152,152,30.0
914,2025-11-02.Team.D.@.Team.A,3,16:56:00,Dumped,Team D,Team A,false,151,151,30.0
915,2025-11-02.Team.D.@.Team.A,3,16:44:00,Carried,Team D,Team A,true,151,151,30.0
916,2025-11-02.Team.D.@.Team.A,3,15:45:00,Dumped,Team D,Team A,false,150,150,30.0
917,2025-11-02.Team.D.@.Team.A,3,15:35:00,Carried,Team A,Team D,false,151,151,30.0
918,2025-11-02.Team.D.@.Team.A,3,15:11:00,Dumped,Team D,Team A,false,151,151,30.0
919,2025-11-02.Team.D.@.Team.A,3,14:48:00,Dumped,Team A,Team D,false,153,153,30.0
920,2025-11-02.Team.D.@.Team.A,3,14:30:00,Dumped,Team A,Team D,false,151,151,30.0
921,2025-11-02.Team.D.@.Team.A,3,13:57:00,Carried,Team D,Team A,true,117,107,30.0
922,2025-11-02.Team.D.@.Team.A,3,13:40:00,Played,Team A,Team D,true,151,151,30.0
923,2025-11-02.Team.D.@.Team.A,3,13:26:00,Dumped,Team A,Team D,false,151,151,30.0
924,2025-11-02.Team.D.@.Team.A,3,13:03:00,Dumped,Team A,Team D,false,151,151,30.0
925,2025-11-02.Team.D.@.Team.A,3,12:45:00,Carried,Team D,Team A,false,151,151,30.0
926,2025-11-02.Team.D.@.Team.A,3,12:27:00,Dumped,Team A,Team D,false,151,151,30.0
927,2025-11-02.Team.D.@.Team.A,3,11:53:00,Carried,Team D,Team A,false,157,156,30.0
928,2025-11-02.Team.D.@.Team.A,3,11:40:00,Dumped,Team A,Team D,false,137,123,30.0
929,2025-11-02.Team.D.@.Team.A,3,11:22:00,Carried,Team A,Team D,false,151,99,30.0
930,2025-11-02.Team.D.@.Team.A,3,11:04:00,Carried,Team A,Team D,true,150,150,30.0
931,2025-11-02.Team.D.@.Team.A,3,10:54:00,Carried,Team A,Team D,true,152,152,30.0
932,2025-11-02.Team.D.@.Team.A,3,10:48:00,Dumped,Team A,Team D,false,151,151,30.0
933,2025-11-02.Team.D.@.Team.A,3,09:12:00,Carried,Team D,Team A,false,151,151,30.0
934,2025-11-02.Team.D.@.Team.A,3,07:04:00,Carried,Team D,Team A,true,145,145,30.0
935,2025-11-02.Team.D.@.Team.A,3,06:48:00,Carried,Team A,Team D,false,152,152,30.0
936,2025-11-02.Team.D.@.Team.A,3,06:17:00,Dumped,Team D,Team A,false,151,151,30.0
937,2025-11-02.Team.D.@.Team.A,3,06:08:00,Dumped,Team A,Team D,false,151,151,30.0
938,2025-11-02.Team.D.@.Team.A,3,05:46:00,Carried,Team D,Team A,false,158,150,30.0
939,2025-11-02.Team.D.@.Team.A,3,05:28:00,Dumped,Team D,Team A,false,151,151,30.0
940,2025-11-02.Team.D.@.Team.A,3,04:58:00,Dumped,Team D,Team A,false,151,151,30.0
941,2025-11-02.Team.D.@.Team.A,3,04:45:00,Carried,Team A,Team D,false,104,103,30.0
942,2025-11-02.Team.D.@.Team.A,3,04:23:00,Carried,Team A,Team D,false,151,151,30.0
943,2025-11-02.Team.D.@.Team.A,3,02:43:00,Carried,Team D,Team A,false,151,151,30.0
944,2025-11-02.Team.D.@.Team.A,3,01:31:00,Carried,Team D,Team A,false,152,152,30.0
945,2025-11-02.Team.D.@.Team.A,3,01:26:00,Carried,Team A,Team D,true,152,152,30.0
946,2025-11-02.Team.D.@.Team.A,3,00:48:00,Dumped,Team A,Team D,false,157,157,30.0
947,2025-11-02.Team.D.@.Team.A,3,00:32:00,Carried,Team A,Team D,true,152,152,30.0
948,2025-11-16.Team.H.@.Team.K,1,19:52:00,Dumped,Team K,Team H,false,151,151,30.0
949,2025-11-16.Team.H.@.Team.K,1,19:38:00,Dumped,Team H,Team K,false,151,151,30.0
950,2025-11-16.Team.H.@.Team.K,1,19:02:00,Dumped,Team H,Team K,false,152,152,30.0
951,2025-11-16.Team.H.@.Team.K,1,18:44:00,Carried,Team K,Team H,true,151,151,30.0
952,2025-11-16.Team.H.@.Team.K,1,18:28:00,Dumped,Team K,Team H,false,151,140,30.0
953,2025-11-16.Team.H.@.Team.K,1,17:48:00,Played,Team H,Team K,false,152,152,30.0
954,2025-11-16.Team.H.@.Team.K,1,17:32:00,Carried,Team K,Team H,false,152,152,30.0
955,2025-11-16.Team.H.@.Team.K,1,17:05:00,Carried,Team K,Team H,false,152,152,30.0
956,2025-11-16.Team.H.@.Team.K,1,16:38:00,Carried,Team K,Team H,true,150,150,30.0
957,2025-11-16.Team.H.@.Team.K,1,15:52:00,Carried,Team K,Team H,false,150,117,30.0
958,2025-11-16.Team.H.@.Team.K,1,15:38:00,Dumped,Team H,Team K,true,152,152,30.0
959,2025-11-16.Team.H.@.Team.K,1,15:09:00,Dumped,Team K,Team H,false,151,151,30.0
960,2025-11-16.Team.H.@.Team.K,1,15:00:00,Carried,Team H,Team K,true,150,150,30.0
961,2025-11-16.Team.H.@.Team.K,1,14:45:00,Carried,Team K,Team H,true,151,151,30.0
962,2025-11-16.Team.H.@.Team.K,1,13:28:00,Carried,Team H,Team K,false,150,150,30.0
963,2025-11-16.Team.H.@.Team.K,1,12:25:00,Played,Team H,Team K,false,151,151,30.0
964,2025-11-16.Team.H.@.Team.K,1,11:53:00,Dumped,Team H,Team K,false,152,152,30.0
965,2025-11-16.Team.H.@.Team.K,1,11:42:00,Dumped,Team K,Team H,false,152,152,30.0
966,2025-11-16.Team.H.@.Team.K,1,11:25:00,Carried,Team K,Team H,false,152,152,30.0
967,2025-11-16.Team.H.@.Team.K,1,10:25:00,Carried,Team H,Team K,false,151,151,30.0
968,2025-11-16.Team.H.@.Team.K,1,09:40:00,Carried,Team H,Team K,false,151,151,30.0
969,2025-11-16.Team.H.@.Team.K,1,09:32:00,Carried,Team K,Team H,false,152,152,30.0
970,2025-11-16.Team.H.@.Team.K,1,09:14:00,Played,Team H,Team K,false,151,51,30.0
971,2025-11-16.Team.H.@.Team.K,1,08:13:00,Carried,Team H,Team K,false,151,151,30.0
972,2025-11-16.Team.H.@.Team.K,1,07:09:00,Dumped,Team K,Team H,false,151,151,30.0
973,2025-11-16.Team.H.@.Team.K,1,06:11:00,Carried,Team K,Team H,false,157,74,30.0
974,2025-11-16.Team.H.@.Team.K,1,06:06:00,Dumped,Team K,Team H,false,151,151,30.0
975,2025-11-16.Team.H.@.Team.K,1,05:38:00,Carried,Team K,Team H,false,150,106,30.0
976,2025-11-16.Team.H.@.Team.K,1,05:30:00,Carried,Team H,Team K,true,151,151,30.0
977,2025-11-16.Team.H.@.Team.K,1,05:13:00,Carried,Team K,Team H,false,152,152,30.0
978,2025-11-16.Team.H.@.Team.K,1,05:04:00,Dumped,Team H,Team K,false,152,152,30.0
979,2025-11-16.Team.H.@.Team.K,1,04:54:00,Carried,Team K,Team H,false,150,150,30.0
980,2025-11-16.Team.H.@.Team.K,1,04:30:00,Carried,Team K,Team H,false,151,150,30.0
981,2025-11-16.Team.H.@.Team.K,1,04:07:00,Carried,Team H,Team K,false,151,127,30.0
982,2025-11-16.Team.H.@.Team.K,1,03:45:00,Carried,Team H,Team K,false,151,151,30.0
983,2025-11-16.Team.H.@.Team.K,1,02:52:00,Dumped,Team H,Team K,false,152,152,30.0
984,2025-11-16.Team.H.@.Team.K,1,02:43:00,Carried,Team K,Team H,true,152,152,30.0
985,2025-11-16.Team.H.@.Team.K,1,02:18:00,Carried,Team H,Team K,false,151,151,30.0
986,2025-11-16.Team.H.@.Team.K,1,02:09:00,Carried,Team K,Team H,true,151,96,30.0
987,2025-11-16.Team.H.@.Team.K,1,00:55:00,Carried,Team H,Team K,false,151,151,30.0
988,2025-11-16.Team.H.@.Team.K,1,00:48:00,Dumped,Team H,Team K,false,151,151,30.0
989,2025-11-16.Team.H.@.Team.K,1,00:32:00,Dumped,Team K,Team H,false,150,150,30.0
990,2025-11-16.Team.H.@.Team.K,2,19:57:00,Dumped,Team H,Team K,false,152,152,30.0
991,2025-11-16.Team.H.@.Team.K,2,19:50:00,Carried,Team K,Team H,false,152,151,30.0
992,2025-11-16.Team.H.@.Team.K,2,19:40:00,Dumped,Team K,Team H,false,151,151,30.0
993,2025-11-16.Team.H.@.Team.K,2,19:26:00,Carried,Team H,Team K,false,151,151,30.0
994,2025-11-16.Team.H.@.Team.K,2,18:57:00,Carried,Team K,Team H,true,150,150,30.0
995,2025-11-16.Team.H.@.Team.K,2,18:36:00,Dumped,Team H,Team K,false,151,151,30.0
996,2025-11-16.Team.H.@.Team.K,2,18:03:00,Carried,Team H,Team K,true,152,152,30.0
997,2025-11-16.Team.H.@.Team.K,2,16:49:00,Carried,Team K,Team H,true,124,124,30.0
998,2025-11-16.Team.H.@.Team.K,2,16:12:00,Carried,Team K,Team H,false,151,151,30.0
999,2025-11-16.Team.H.@.Team.K,2,15:42:00,Dumped,Team H,Team K,false,152,126,30.0
1000,2025-11-16.Team.H.@.Team.K,2,15:33:00,Carried,Team K,Team H,false,152,152,30.0
1001,2025-11-16.Team.H.@.Team.K,2,15:19:00,Carried,Team H,Team K,false,153,102,30.0
1002,2025-11-16.Team.H.@.Team.K,2,14:54:00,Carried,Team K,Team H,true,152,152,30.0
1003,2025-11-16.Team.H.@.Team.K,2,14:05:00,Carried,Team K,Team H,false,151,151,30.0
1004,2025-11-16.Team.H.@.Team.K,2,13:39:00,Carried,Team K,Team H,false,139,87,30.0
1005,2025-11-16.Team.H.@.Team.K,2,13:25:00,Carried,Team K,Team H,false,151,151,30.0
1006,2025-11-16.Team.H.@.Team.K,2,12:32:00,Carried,Team H,Team K,true,151,52,30.0
1007,2025-11-16.Team.H.@.Team.K,2,12:13:00,Dumped,Team H,Team K,false,151,151,30.0
1008,2025-11-16.Team.H.@.Team.K,2,11:21:00,Dumped,Team H,Team K,false,135,132,30.0
1009,2025-11-16.Team.H.@.Team.K,2,10:58:00,Carried,Team K,Team H,true,151,151,30.0
1010,2025-11-16.Team.H.@.Team.K,2,10:18:00,Carried,Team K,Team H,false,151,151,30.0
1011,2025-11-16.Team.H.@.Team.K,2,09:40:00,Carried,Team H,Team K,false,151,151,30.0
1012,2025-11-16.Team.H.@.Team.K,2,09:06:00,Carried,Team K,Team H,false,151,151,30.0
1013,2025-11-16.Team.H.@.Team.K,2,08:13:00,Carried,Team K,Team H,false,151,151,30.0
1014,2025-11-16.Team.H.@.Team.K,2,08:00:00,Carried,Team H,Team K,false,151,151,30.0
1015,2025-11-16.Team.H.@.Team.K,2,06:33:00,Carried,Team K,Team H,false,151,151,30.0
1016,2025-11-16.Team.H.@.Team.K,2,06:08:00,Dumped,Team K,Team H,false,152,150,30.0
1017,2025-11-16.Team.H.@.Team.K,2,05:24:00,Carried,Team K,Team H,false,151,151,30.0
1018,2025-11-16.Team.H.@.Team.K,2,05:01:00,Carried,Team K,Team H,false,151,151,30.0
1019,2025-11-16.Team.H.@.Team.K,2,03:52:00,Carried,Team K,Team H,true,151,151,30.0
1020,2025-11-16.Team.H.@.Team.K,2,03:35:00,Dumped,Team H,Team K,false,151,151,30.0
1021,2025-11-16.Team.H.@.Team.K,2,03:27:00,Dumped,Team K,Team H,false,152,152,30.0
1022,2025-11-16.Team.H.@.Team.K,2,02:31:00,Dumped,Team K,Team H,false,151,151,30.0
1023,2025-11-16.Team.H.@.Team.K,2,02:11:00,Carried,Team K,Team H,false,151,151,30.0
1024,2025-11-16.Team.H.@.Team.K,2,01:39:00,Played,Team H,Team K,true,110,30,30.0
1025,2025-11-16.Team.H.@.Team.K,2,00:56:00,Carried,Team H,Team K,false,152,152,30.0
1026,2025-11-16.Team.H.@.Team.K,2,00:50:00,Carried,Team H,Team K,false,151,151,30.0
1027,2025-11-16.Team.H.@.Team.K,2,00:33:00,Carried,Team H,Team K,false,150,150,30.0
1028,2025-11-16.Team.H.@.Team.K,2,00:08:00,Dumped,Team K,Team H,false,151,151,30.0
1029,2025-11-16.Team.H.@.Team.K,3,00:55:00,Dumped,Team H,Team K,false,152,152,30.0
1030,2025-11-16.Team.H.@.Team.K,3,00:24:00,Dumped,Team H,Team K,false,151,151,30.0
1031,2025-11-19.Team.I.@.Team.K,1,19:51:00,Dumped,Team I,Team K,false,147,116,30.0
1032,2025-11-19.Team.I.@.Team.K,1,19:44:00,Dumped,Team K,Team I,false,152,152,30.0
1033,2025-11-19.Team.I.@.Team.K,1,19:33:00,Dumped,Team I,Team K,false,151,151,30.0
1034,2025-11-19.Team.I.@.Team.K,1,18:52:00,Carried,Team K,Team I,true,151,151,30.0
1035,2025-11-19.Team.I.@.Team.K,1,18:41:00,Dumped,Team K,Team I,false,151,151,30.0
1036,2025-11-19.Team.I.@.Team.K,1,17:39:00,Dumped,Team I,Team K,false,151,141,30.0
1037,2025-11-19.Team.I.@.Team.K,1,17:35:00,Carried,Team K,Team I,true,153,67,30.0
1038,2025-11-19.Team.I.@.Team.K,1,17:09:00,Carried,Team I,Team K,false,151,151,30.0
1039,2025-11-19.Team.I.@.Team.K,1,16:39:00,Dumped,Team K,Team I,false,151,151,30.0
1040,2025-11-19.Team.I.@.Team.K,1,16:27:00,Dumped,Team I,Team K,false,151,151,30.0
1041,2025-11-19.Team.I.@.Team.K,1,16:19:00,Dumped,Team K,Team I,false,151,151,30.0
1042,2025-11-19.Team.I.@.Team.K,1,16:03:00,Dumped,Team K,Team I,false,151,151,30.0
1043,2025-11-19.Team.I.@.Team.K,1,15:50:00,Carried,Team I,Team K,false,150,150,30.0
1044,2025-11-19.Team.I.@.Team.K,1,15:15:00,Dumped,Team K,Team I,false,158,158,30.0
1045,2025-11-19.Team.I.@.Team.K,1,14:55:00,Dumped,Team K,Team I,false,153,153,30.0
1046,2025-11-19.Team.I.@.Team.K,1,14:48:00,Dumped,Team I,Team K,true,151,151,30.0
1047,2025-11-19.Team.I.@.Team.K,1,13:52:00,Dumped,Team I,Team K,false,151,151,30.0
1048,2025-11-19.Team.I.@.Team.K,1,13:24:00,Carried,Team I,Team K,true,152,152,30.0
1049,2025-11-19.Team.I.@.Team.K,1,13:10:00,Carried,Team I,Team K,true,150,145,30.0
1050,2025-11-19.Team.I.@.Team.K,1,12:52:00,Dumped,Team K,Team I,false,151,151,30.0
1051,2025-11-19.Team.I.@.Team.K,1,12:16:00,Carried,Team I,Team K,false,152,105,30.0
1052,2025-11-19.Team.I.@.Team.K,1,12:00:00,Dumped,Team I,Team K,false,151,151,30.0
1053,2025-11-19.Team.I.@.Team.K,1,11:26:00,Carried,Team I,Team K,false,151,151,30.0
1054,2025-11-19.Team.I.@.Team.K,1,10:12:00,Dumped,Team K,Team I,false,151,151,30.0
1055,2025-11-19.Team.I.@.Team.K,1,10:02:00,Carried,Team I,Team K,false,151,151,30.0
1056,2025-11-19.Team.I.@.Team.K,1,09:32:00,Dumped,Team K,Team I,false,151,147,30.0
1057,2025-11-19.Team.I.@.Team.K,1,09:25:00,Carried,Team K,Team I,false,151,151,30.0
1058,2025-11-19.Team.I.@.Team.K,1,09:17:00,Carried,Team K,Team I,false,151,151,30.0
1059,2025-11-19.Team.I.@.Team.K,1,09:08:00,Dumped,Team K,Team I,false,151,151,30.0
1060,2025-11-19.Team.I.@.Team.K,1,08:55:00,Carried,Team I,Team K,false,151,151,30.0
1061,2025-11-19.Team.I.@.Team.K,1,08:30:00,Dumped,Team K,Team I,false,151,151,30.0
1062,2025-11-19.Team.I.@.Team.K,1,08:11:00,Dumped,Team K,Team I,false,152,152,30.0
1063,2025-11-19.Team.I.@.Team.K,1,08:00:00,Dumped,Team K,Team I,false,151,151,30.0
1064,2025-11-19.Team.I.@.Team.K,1,07:47:00,Carried,Team I,Team K,false,152,152,30.0
1065,2025-11-19.Team.I.@.Team.K,1,07:26:00,Carried,Team K,Team I,true,151,151,30.0
1066,2025-11-19.Team.I.@.Team.K,1,06:51:00,Dumped,Team K,Team I,false,151,151,30.0
1067,2025-11-19.Team.I.@.Team.K,1,06:43:00,Played,Team I,Team K,false,151,151,30.0
1068,2025-11-19.Team.I.@.Team.K,1,06:25:00,Carried,Team K,Team I,false,117,100,30.0
1069,2025-11-19.Team.I.@.Team.K,1,05:56:00,Carried,Team I,Team K,true,151,99,30.0
1070,2025-11-19.Team.I.@.Team.K,1,05:42:00,Dumped,Team I,Team K,false,152,152,30.0
1071,2025-11-19.Team.I.@.Team.K,1,05:33:00,Dumped,Team K,Team I,false,150,150,30.0
1072,2025-11-19.Team.I.@.Team.K,1,04:54:00,Dumped,Team I,Team K,false,151,151,30.0
1073,2025-11-19.Team.I.@.Team.K,1,04:30:00,Carried,Team I,Team K,false,151,151,30.0
1074,2025-11-19.Team.I.@.Team.K,1,03:56:00,Carried,Team I,Team K,false,151,151,30.0
1075,2025-11-19.Team.I.@.Team.K,1,03:31:00,Carried,Team K,Team I,true,152,152,30.0
1076,2025-11-19.Team.I.@.Team.K,1,03:16:00,Carried,Team K,Team I,false,151,151,30.0
1077,2025-11-19.Team.I.@.Team.K,1,02:25:00,Carried,Team I,Team K,false,151,151,30.0
1078,2025-11-19.Team.I.@.Team.K,1,01:33:00,Dumped,Team K,Team I,false,152,152,30.0
1079,2025-11-19.Team.I.@.Team.K,1,01:12:00,Carried,Team I,Team K,false,151,151,30.0
1080,2025-11-19.Team.I.@.Team.K,1,00:32:00,Carried,Team K,Team I,false,151,151,30.0
1081,2025-11-19.Team.I.@.Team.K,1,00:16:00,Carried,Team K,Team I,true,152,152,30.0
